UserID,MovieID,Rating
10,2628,4.0174565
10,3869,2.5158532
10,1256,3.8262658
10,1831,3.4286122
10,589,4.076938
10,2497,3.7051854
10,7,4.6144066
10,2136,4.3284917
10,2138,4.4631443
10,1269,4.731805
10,1196,4.414746
10,2716,4.5249505
10,596,4.2485266
10,597,5.1736507
10,1411,5.1832623
10,1271,4.918242
10,1278,4.302679
10,745,5.309667
10,318,5.125359
10,2080,4.77308
10,2081,4.8195024
10,2087,4.357038
10,2662,4.4503565
10,3100,4.3820314
10,2302,4.768141
10,186,3.9558563
10,2090,3.9727201
10,902,4.4131165
10,1292,4.4708686
10,260,4.96246
10,1371,4.0733314
10,913,4.707832
10,1012,4.479158
10,1884,2.6187272
10,24,4.673253
10,2324,5.2778344
10,1380,5.4267325
10,2693,3.9252465
10,351,4.4062915
10,2405,4.4000387
10,2407,4.0872455
10,1031,4.252265
10,1104,4.0526886
10,364,4.5679364
10,3072,4.5237985
10,3153,3.85959
10,3591,4.3917904
10,1124,4.8076744
10,2431,4.6720834
10,1704,4.8231716
10,3309,4.872661
10,1566,3.8090336
10,1203,5.0325017
10,1136,4.241877
10,539,5.2719593
10,1573,4.0092645
10,104,4.366117
10,971,4.406358
10,2018,4.17117
10,2959,4.2484274
10,3252,4.7702975
10,3255,4.863763
10,2529,3.565013
10,1654,4.691545
10,1220,4.000383
10,1223,5.0594587
10,2967,4.2325172
10,480,4.422128
10,3408,5.0183744
10,2393,4.1395526
10,3198,4.3845253
10,2033,3.6997094
10,2108,4.760358
10,1307,5.171085
10,2470,4.4148874
10,203,4.921963
10,2111,3.3680193
10,3928,4.047559
10,2047,3.685438
11,1198,4.1188607
11,1278,3.90864
11,1358,3.7826147
11,2806,1.753742
11,333,3.7080398
11,1441,2.6562347
11,3552,4.004737
11,2325,3.830007
11,356,3.1999412
11,36,3.3300376
11,435,2.3654144
11,1042,2.170064
11,440,2.88603
11,50,4.0932117
11,2359,2.9107566
11,2507,2.863563
11,1563,3.1116505
11,1498,2.1675324
11,3178,2.8751507
11,3755,2.8892531
11,2959,3.91787
11,3255,2.41909
11,1080,3.9474752
11,1089,4.213425
11,2539,2.5514007
11,1665,1.9437543
11,1307,3.0287008
12,1193,4.5120015
12,3897,4.1825147
12,1641,3.6739469
12,1303,4.1288733
12,3785,3.080286
13,2640,3.4877505
13,1429,3.2289581
13,2094,2.9926875
13,260,4.438011
13,2686,3.4914849
13,21,3.3865485
13,1527,3.4325082
13,2916,3.6677895
13,1610,4.048329
13,50,4.1707478
13,1127,3.5122721
13,457,3.9631221
13,2006,3.603035
13,2871,3.7590299
13,1210,4.0073028
13,1722,3.4132454
13,2028,4.365953
13,480,3.8909597
13,3269,2.7708902
13,2105,3.2481108
13,3418,3.0974114
13,2470,3.5553148
14,1263,3.5356765
14,2243,3.0909312
14,1968,3.3407755
14,1982,3.6111226
14,2396,3.5632732
15,3354,2.8666263
15,3298,3.0359383
15,593,3.8886862
15,1777,3.1811883
15,2581,2.9765608
15,1783,3.1986198
15,3535,2.258405
15,2302,3.6952398
15,2676,3.2836576
15,3113,3.0023372
15,2826,3.0634093
15,2688,3.2712593
15,780,3.5458374
15,2908,2.4580603
15,3499,3.4169552
15,32,2.612658
15,357,2.8219275
15,1608,3.8740656
15,2268,3.9979393
15,1466,3.4344873
15,2841,3.0388317
15,2770,2.7541695
15,3646,2.811907
15,434,3.2662346
15,1610,3.9355083
15,3145,2.956044
15,3147,4.1559787
15,1619,3.18931
15,2278,3.3910506
15,2858,3.1673675
15,1485,3.625061
15,70,2.7911546
15,3753,3.97834
15,2387,3.3130155
15,1804,3.2013888
15,2391,3.276793
15,2396,3.2393048
15,1810,2.8783917
15,1672,3.4735065
15,1673,2.568482
16,2629,3.030616
16,1911,2.8230803
16,2723,2.7327597
16,2581,3.2675781
16,2699,2.638981
16,2856,2.7045655
16,2355,3.6067133
17,2554,3.855302
17,1265,4.403366
17,164,4.1337113
17,3527,3.8460062
17,1428,4.1412315
17,750,5.1101775
17,2663,3.5003557
17,2667,2.9902692
17,260,5.1041117
17,3114,4.759855
17,1374,4.3760195
17,1019,4.445056
17,3700,3.8035975
17,924,4.523587
17,2762,4.7268767
17,30,4.2518883
17,428,4.48954
17,1601,3.5285182
17,356,4.4780784
17,34,4.386591
17,1396,3.9752276
17,866,4.4395065
17,3717,3.186429
17,503,5.0981107
17,1610,4.4408283
17,3070,3.8979158
17,2346,3.6496744
17,50,5.065439
17,446,4.4281235
17,3156,2.969367
17,1129,3.618049
17,76,2.8496194
17,1573,3.578112
17,1214,4.6953454
17,2455,3.945789
17,1580,4.10661
17,3699,3.9817636
17,2613,3.7909842
17,3418,4.04161
17,3927,4.1873145
17,2117,4.3014283
17,2046,3.6909432
18,2989,3.2172096
18,2622,3.9372969
18,2993,3.5238817
18,2701,1.3335328
18,586,3.1545353
18,222,4.064989
18,1408,3.8770335
18,1197,5.1641097
18,592,4.126722
18,2718,3.507032
18,2573,3.2414007
18,302,4.428384
18,2141,3.700438
18,2142,2.9685848
18,1274,4.053205
18,2078,4.3718433
18,3526,4.3800697
18,1784,4.6629496
18,2080,4.3230677
18,2087,4.2300344
18,2089,3.4429898
18,3108,4.1604877
18,2090,3.702673
18,902,4.524581
18,839,1.7063607
18,10,3.2364872
18,260,5.2615037
18,17,5.056609
18,2248,4.8879066
18,919,4.8575234
18,778,4.548455
18,412,3.547559
18,2253,2.5102177
18,1022,4.4020286
18,421,3.5500836
18,1968,4.583346
18,2194,4.3965034
18,1032,4.3941507
18,434,2.4040244
18,291,2.1684945
18,44,2.2365963
18,368,3.683683
18,48,2.4599328
18,527,5.244463
18,2291,4.5848875
18,1635,4.5086527
18,1639,4.261294
18,2000,4.008487
18,2001,3.2251303
18,2947,3.9871852
18,2948,3.920645
18,466,2.6663785
18,2018,4.157403
18,475,4.489826
18,3257,2.7248154
18,1805,3.214766
18,2100,4.043483
18,1234,4.936763
18,3418,4.472009
18,2617,3.2185867
18,2042,2.0616138
19,3421,4.548237
19,1327,3.22769
19,3948,3.674379
19,2139,3.7137885
19,1197,3.9246962
19,2713,2.8572302
19,2716,4.0714145
19,2717,3.3415074
19,1772,2.6857512
19,2649,3.5220652
19,741,3.804731
19,1278,3.9938338
19,1350,3.6400833
19,2080,3.5853848
19,2662,3.9683068
19,2599,3.4585114
19,2160,3.4985325
19,1431,3.197523
19,1291,4.230226
19,2094,3.127815
19,2746,2.797206
19,10,3.9342756
19,260,4.764587
19,1370,3.83418
19,198,3.4485037
19,1373,3.2202027
19,3623,3.7567697
19,2687,3.0999615
19,2321,3.3700607
19,1527,3.8015628
19,2762,4.3540583
19,2195,3.3830233
19,368,3.6341457
19,377,3.6217368
19,2353,3.8089552
19,2860,3.2880373
19,457,4.1335917
19,2002,3.3778129
19,3176,3.1409028
19,1214,4.337456
19,2888,2.5426686
19,2527,3.5711803
19,2454,3.33368
19,111,4.105891
19,2600,2.6951423
19,3264,3.2856398
19,1307,3.835633
19,1097,3.7186415
19,3273,2.7716677
19,2115,4.0184045
19,3928,3.3953333
20,589,4.577072
20,2571,4.7614183
20,3717,3.785612
20,2858,4.4948707
20,2028,4.804595
21,2701,2.0317726
21,1,3.315553
21,2355,3.0180874
21,2394,2.99569
22,3355,2.859341
22,3868,3.625008
22,1259,3.7321463
22,223,3.9690144
22,2138,3.9921768
22,736,2.358869
22,2717,2.7124362
22,230,3.6812382
22,1347,3.823398
22,3527,3.204282
22,3388,2.244285
22,3020,3.2830324
22,248,2.609556
22,1425,3.3268235
22,3535,3.444491
22,1792,2.7932253
22,3039,3.3764641
22,1438,2.1390643
22,833,2.240951
22,2671,2.9703386
22,330,2.5163815
22,333,3.2388308
22,1441,3.2627003
22,910,4.3468924
22,2174,3.7313337
22,1377,2.7411351
22,3624,3.1959958
22,1882,2.1036055
22,3120,2.5070407
22,2321,3.3248966
22,780,2.6361403
22,2189,3.7155664
22,429,2.716369
22,2338,1.9176319
22,2195,2.5785623
22,1974,2.8964813
22,47,3.797705
22,2273,3.2638893
22,2348,3.5355537
22,1479,2.5411048
22,2858,4.2202187
22,370,2.4328403
22,1127,3.4394767
22,1994,3.371272
22,380,2.8281603
22,3160,4.090748
22,1200,3.9282503
22,2003,2.9922664
22,2371,3.0808914
22,3247,2.3574338
22,2376,3.0790586
22,473,2.3675911
22,1580,3.2863886
22,1732,4.0255656
22,3917,3.3905306
22,1091,2.2930844
22,2470,2.9224374
22,1747,3.5891201
22,1240,3.5316563
23,1249,3.8004782
23,3420,3.2127073
23,1252,3.7227545
23,1188,2.6707888
23,3505,3.2994308
23,1690,3.1970448
23,2064,3.4436371
23,1196,4.2050657
23,592,3.5689402
23,2642,2.2222307
23,595,2.9719987
23,1845,3.2091694
23,2140,3.0600855
23,1343,3.5549638
23,2722,2.974963
23,3527,3.8707807
23,2657,2.6968396
23,317,2.33835
23,750,3.9699645
23,1500,3.4139993
23,3032,3.3689454
23,1009,2.2052958
23,1876,2.9748425
23,260,4.4439926
23,2311,3.2517073
23,1517,3.776275
23,2176,3.4560611
23,915,3.0659695
23,1953,3.6562724
23,21,3.2110004
23,3052,3.8294299
23,1527,3.557186
23,780,3.634341
23,2692,3.645316
23,39,3.1519508
23,1396,3.1291065
23,2410,2.8346148
23,3070,2.8964815
23,296,4.322546
23,2419,3.1665719
23,1544,3.1539278
23,442,3.2195184
23,377,3.0563602
23,3741,3.136773
23,1204,3.7531404
23,968,3.6246736
23,1206,3.8092997
23,1060,3.5315566
23,2009,3.4611876
23,3751,2.952275
23,2012,2.9820344
23,1215,3.5472078
23,1653,3.155708
23,3763,3.2235608
23,1223,3.6318738
23,2395,3.378468
23,1234,3.6647522
23,1097,3.1337
23,1674,3.3472366
23,3920,3.0845222
23,1243,3.1893167
24,1197,4.3183947
24,303,2.4946887
24,2657,3.2555132
24,175,3.967054
24,902,4.0749474
24,1291,3.888207
24,3471,4.046441
24,2174,3.8216922
24,1959,3.8204908
24,920,4.0861197
24,1027,2.8355088
24,2407,3.495986
24,1394,4.325242
24,500,3.16751
24,3072,3.9804616
24,2795,3.728479
24,1057,3.746505
24,2797,4.1931734
24,2001,3.0381703
24,468,3.3462262
24,1213,4.353402
24,1073,4.0924587
24,110,4.07392
24,1225,4.509914
24,2028,4.4430103
24,1663,3.8800747
24,1307,4.335686
25,3793,4.0490007
25,2716,4.1059003
25,2804,4.288006
25,260,4.833202
25,1372,3.6299648
25,1375,3.4493423
25,780,3.9885466
25,1387,4.501831
25,2692,3.8866043
25,1610,4.473046
25,3156,2.9490058
25,3676,2.350143
25,3174,3.4686484
25,3175,3.6833713
25,1210,4.35873
25,480,4.2594585
25,1676,3.2294946
26,3422,2.4338746
26,1179,2.50918
26,3500,2.7912903
26,2059,3.2744918
26,2701,2.1380634
26,586,2.9770837
26,4,2.6227956
26,2137,3.7130837
26,1196,2.7427325
26,1198,3.293582
26,597,3.556531
26,3448,3.1589215
26,161,3.4447474
26,168,3.2962952
26,2145,3.1438575
26,1271,3.510386
26,3450,3.1722214
26,1784,3.6610162
26,315,2.8190627
26,3608,2.3156044
26,3101,3.626991
26,252,3.0302436
26,1291,3.0616376
26,765,3.0002863
26,1003,2.8275084
26,333,3.2024431
26,337,2.9319723
26,16,3.1700995
26,267,2.247455
26,1517,2.2931345
26,2683,2.6022744
26,3489,2.8125863
26,1888,3.1910903
26,780,2.96385
26,2906,2.7584493
26,788,2.579976
26,350,3.5884097
26,3130,2.3120356
26,2266,2.865919
26,1393,3.442307
26,2915,3.7736883
26,2916,2.8073452
26,364,3.6082098
26,2412,2.7316089
26,3219,3.1014473
26,1544,2.9245834
26,3152,3.030234
26,2355,3.0819232
26,1556,2.1621563
26,2798,1.6957334
26,1997,2.732945
26,454,3.6574354
26,1704,3.5879288
26,2875,3.5756269
26,1644,2.6786082
26,3249,3.316402
26,2012,3.0549808
26,2950,2.6975367
26,2953,2.7056773
26,3689,2.0732036
26,472,2.3483243
26,3254,2.9041336
26,2528,2.7352738
26,1586,3.295775
26,1588,2.9826255
26,1084,3.1517735
26,3331,2.7357643
26,628,3.633898
26,2463,3.2352529
26,95,3.1233914
26,3194,3.4618373
26,2539,3.1044223
26,1302,3.5095773
26,2106,3.6156228
26,2109,2.9149632
26,1097,3.5342033
26,1810,2.9558387
26,2470,3.4349458
26,1678,3.061837
26,1240,2.895003
27,1265,3.7070212
27,1198,4.0077205
27,300,3.5905986
27,318,4.12657
27,1294,4.140115
27,916,3.9723632
27,926,4.692857
27,2289,4.1904593
27,955,4.127718
27,2948,3.6301196
27,541,4.3796945
27,1225,4.310087
27,2100,3.0998406
27,1097,3.4081507
28,593,3.9331598
28,2657,3.3180184
28,901,3.416154
28,906,4.036266
28,919,4.0500436
28,846,3.8107805
28,1956,3.9061081
28,32,3.7696235
28,1617,4.0462637
28,50,4.2192917
28,527,3.9609869
28,3671,4.0161047
28,2947,3.701037
28,1136,4.1220756
28,1210,3.383263
28,551,3.7445776
28,1660,3.5302904
28,2396,3.762562
28,2398,3.7644138
28,2033,2.888035
28,1097,3.4355788
29,3527,3.3810604
29,3468,4.147134
29,912,4.0991545
29,1954,3.6849988
29,3639,3.401381
29,353,3.2053876
29,3062,3.843397
29,1036,3.9070697
29,3726,3.7487428
29,2000,3.4776325
29,1200,3.9206643
29,2947,3.9689312
29,3753,3.2666614
29,1214,4.0313644
29,541,4.1160965
29,2527,3.3371634
29,3836,3.7968717
29,1085,3.805364
29,480,3.2857132
29,3405,3.7614608
29,494,2.8775785
29,2617,3.0043533
30,2997,3.078257
30,17,3.2115283
30,2686,3.1777625
30,3072,2.9305696
30,2858,3.6095052
30,608,3.4357023
30,2442,2.8968992
30,1213,3.3973985
30,2966,3.3440313
31,1777,3.5941648
31,3451,3.9674935
31,3608,2.768896
31,3397,3.7000022
31,11,4.0068326
31,3040,2.8274324
31,2407,3.4019866
31,368,3.8118331
31,2922,3.0418043
31,2355,4.2147284
31,957,3.4260151
31,2935,3.6949573
31,2792,2.9551754
31,3096,3.8217714
31,2870,3.5949402
31,2948,3.5134234
31,1136,4.1151686
31,3244,3.7056632
31,3685,3.3335495
31,3189,3.5271592
31,3836,3.7821863
31,480,4.159649
31,1304,3.9291816
31,1234,4.182328
32,3286,2.0117774
32,266,3.585039
32,1956,4.159728
32,32,3.501586
32,1617,3.8907747
32,3159,3.650822
32,457,3.441662
32,1208,3.7742276
32,2959,3.410773
32,2108,3.9720137
33,1249,3.8585775
33,3421,4.3033757
33,2550,3.1473253
33,2993,4.086836
33,1183,2.604545
33,3505,3.6646485
33,586,3.0066833
33,223,3.7075965
33,2132,3.3465545
33,1263,4.0691514
33,1193,3.8440986
33,590,3.497657
33,1198,4.2697053
33,595,3.1848528
33,300,2.9063783
33,2646,2.8787203
33,2648,3.495144
33,3016,3.3467584
33,2070,3.5159416
33,1272,4.206436
33,2076,3.151617
33,316,3.772745
33,319,3.3184946
33,1350,3.5016625
33,1287,3.8270326
33,2662,3.9097412
33,2739,3.042114
33,3100,3.4241629
33,2303,3.3203492
33,903,3.6667976
33,1367,2.617658
33,1299,3.6571147
33,1947,3.410443
33,3044,3.252381
33,1372,3.6941981
33,1012,3.9431388
33,1885,2.976519
33,1380,3.55565
33,2186,3.4319873
33,926,3.5831308
33,2406,3.637988
33,2193,3.5701106
33,2268,3.5892243
33,1393,3.4202788
33,3576,3.29954
33,1035,3.2293692
33,364,3.492549
33,3072,2.8690782
33,949,3.2945676
33,2423,4.3316364
33,2353,3.8040786
33,1994,3.4430692
33,2797,3.5411952
33,3230,3.5958695
33,3168,3.6596828
33,2944,4.0583534
33,3244,3.120618
33,1717,3.1818871
33,3681,3.7969365
33,1213,3.7106204
33,1214,3.936484
33,1721,3.4904919
33,2455,3.4407828
33,2384,2.9715214
33,1584,3.3572106
33,3693,2.576739
33,1225,3.644012
33,480,3.8871646
33,3334,3.6890335
33,1304,3.8519678
33,1231,3.74604
33,2109,3.6180546
33,1235,3.0990262
33,1097,3.3672037
33,3271,3.5533395
33,1678,3.3815148
33,2115,3.950095
33,1245,3.1966367
34,3358,3.7637358
34,2133,3.7264986
34,1278,4.301871
34,3387,2.7650418
34,3608,3.3993366
34,2735,3.2493002
34,3039,4.379646
34,838,3.9748096
34,3623,3.529543
34,3481,4.084998
34,1387,4.6531553
34,353,3.7660708
34,39,4.111018
34,1393,4.567902
34,1541,2.9637737
34,441,4.166407
34,2424,3.7651947
34,3087,3.7100976
34,2794,2.9434984
34,3597,3.0265257
34,1994,3.9637446
34,1997,4.015695
34,529,4.5709314
34,539,4.2969484
34,1641,4.245229
34,1717,3.1375163
34,543,3.7424657
34,2380,1.9546342
34,2396,4.8623753
34,2108,4.244343
34,708,3.3425453
34,497,4.3537817
34,2478,3.1942291
35,1252,4.011403
35,800,4.084408
35,1272,3.6744876
35,318,3.6995828
35,1288,3.9716024
35,3461,3.4735422
35,902,3.467472
35,2239,3.695674
35,1945,4.051667
35,1949,3.8762515
35,1370,2.314671
35,915,3.4710343
35,1955,3.509646
35,1957,3.5028
35,3566,3.2141685
35,2692,3.8736324
35,1028,3.2767177
35,1029,3.4118571
35,3060,3.3304734
35,2331,2.9042842
35,36,3.6410708
35,3068,3.5810485
35,1393,2.862969
35,1103,3.5243826
35,2919,3.6656084
35,1035,3.3420682
35,2922,3.02791
35,2858,3.8687344
35,2420,2.626871
35,2424,2.3395114
35,1124,3.2983513
35,971,3.9185603
35,2385,2.5044165
35,2966,3.7299602
35,1801,2.0851934
35,1162,3.5494137
35,1096,3.7624555
35,1674,3.41851
35,1172,3.7282503
35,3788,3.6543405
36,1249,4.364885
36,2989,3.768734
36,3424,3.7415962
36,1259,4.3011723
36,581,4.249511
36,1831,3.2191825
36,223,4.2614512
36,2137,3.9313664
36,1264,4.2283897
36,733,4.265636
36,3441,4.0267844
36,592,4.049169
36,1912,4.0316463
36,232,4.4548078
36,235,3.5641632
36,164,3.8168972
36,3952,4.0114655
36,1272,4.4663525
36,1276,4.540973
36,1923,4.0833907
36,2580,4.1577964
36,2802,3.4659867
36,3101,3.9115314
36,2599,3.774141
36,3035,4.4438844
36,1291,4.43425
36,1297,4.3841753
36,2815,3.370942
36,1876,3.69368
36,16,3.9120598
36,2245,3.8077564
36,198,4.03485
36,1376,4.1963277
36,3480,4.099414
36,3052,4.423942
36,1527,4.294069
36,1387,4.2446203
36,785,3.2788374
36,2694,3.7564094
36,1603,3.263609
36,3066,4.181787
36,1393,4.0414386
36,3712,3.598392
36,47,4.413792
36,2418,3.384848
36,2278,4.111667
36,1476,3.6274176
36,3156,3.6102831
36,2355,4.171245
36,3591,3.99354
36,524,3.955988
36,2433,3.6310236
36,3745,3.7427902
36,969,4.504584
36,1573,3.8516836
36,2012,3.9307327
36,1210,4.399131
36,2883,3.7628427
36,1722,3.791338
36,1653,4.09062
36,1081,3.8413377
36,555,4.011094
36,1663,4.081668
36,2469,3.428416
36,1307,4.4915695
36,1092,4.316602
36,2541,3.697697
36,1747,3.8464391
36,2118,3.8233614
36,2985,3.863685
37,3864,2.9666052
37,1380,4.8825784
37,1457,3.6702325
37,356,4.3310785
37,361,4.2203298
37,3159,4.3457437
37,2791,3.2949085
37,1997,2.8991957
37,605,3.7176232
37,1722,3.3224182
37,2396,4.915966
38,141,3.688577
38,236,3.2980688
38,2805,2.893854
38,13,3.3386526
38,17,4.333647
38,1895,3.3724675
38,356,4.2705398
38,357,3.92599
38,361,3.6426518
38,2340,3.5390372
38,377,3.6522422
38,2355,4.109294
38,1059,3.4379516
38,2506,3.5928533
38,531,3.7905872
38,539,4.1086454
38,1573,3.1986575
38,3259,3.3732076
38,1593,2.833846
38,490,3.3054388
39,2997,5.0560308
39,2599,4.6868253
39,3113,2.0650523
39,2826,2.7621963
39,2908,5.0335007
39,2770,3.6649942
39,2772,3.4320405
39,3578,3.8486464
39,3157,3.271256
39,2502,4.363365
39,3745,3.4487586
39,3176,4.2314873
40,161,3.1655972
40,3461,3.6080596
40,1291,3.7804472
40,2816,1.5929744
40,920,3.7364397
40,780,3.2544951
40,2402,2.4555995
40,3643,3.4250154
40,2287,3.2757633
40,1204,4.13193
40,2944,3.7868745
40,2871,3.7894235
40,3247,2.412603
40,1073,3.8263774
40,1580,3.5084984
40,1085,3.6255074
40,3269,2.5654335
40,1676,3.1319106
40,2115,3.4242222
41,224,3.4618795
41,1196,4.9674463
41,2338,2.0525522
41,531,3.4481957
41,1658,3.3863444
42,648,3.8122501
42,1831,3.3555532
42,593,4.1241503
42,1779,3.449437
42,748,3.4197936
42,3527,4.009136
42,173,3.349669
42,1356,3.9906852
42,185,3.7469459
42,1291,4.1715884
42,10,4.020409
42,196,3.4940083
42,1372,3.6727402
42,1373,3.553801
42,3555,3.7281597
42,1953,3.8603685
42,1019,4.0064106
42,24,3.625206
42,349,3.9623759
42,1527,4.1148567
42,3701,3.5408556
42,3703,3.7054062
42,1387,4.0494747
42,3638,3.849067
42,1968,3.726518
42,32,3.6561506
42,2407,3.3591053
42,1394,3.4267328
42,1396,3.7612858
42,2915,3.9648635
42,2273,4.1001525
42,527,4.0013957
42,3745,3.4585595
42,2011,3.7174776
42,1210,4.189665
42,610,4.1118736
42,2528,3.757543
42,1584,3.9018354
42,3769,3.1986525
42,1301,4.0441804
42,2105,3.766549
42,1307,3.9127846
42,1097,3.726121
42,3927,3.9076176
42,2117,3.6879084
42,2985,3.6879802
43,2706,4.302523
43,1197,4.911267
43,2763,4.6535015
43,2369,3.5719562
43,2396,5.049944
44,2550,3.5642705
44,2133,3.5356972
44,594,3.9566958
44,2140,3.399807
44,3386,3.94658
44,316,3.7552931
44,2083,3.7306905
44,1356,3.829527
44,904,4.3204207
44,1294,4.062235
44,260,4.751146
44,912,4.415121
44,3489,3.2234976
44,2321,4.00581
44,1022,4.0994883
44,2699,2.8753064
44,34,4.160151
44,2406,4.031058
44,2407,3.637235
44,1396,3.8749053
44,2916,3.7592912
44,2918,4.2087936
44,1982,3.8878884
44,1984,1.679606
44,1986,2.1329966
44,2797,4.472563
44,2297,3.1727378
44,891,2.1395135
44,2006,3.9210825
44,1645,3.2939632
44,2459,2.681295
44,2460,2.252216
44,3264,3.158468
44,1307,4.6106725
44,2470,3.6877747
44,497,4.410914
44,2115,3.6942291
44,2043,3.3140001
44,1243,3.7157571
45,1821,2.6490316
45,2054,2.5209877
45,2700,3.344242
45,587,2.9648292
45,153,2.405955
45,802,3.0101383
45,1265,3.2018363
45,3516,2.9559522
45,1414,2.9325686
45,3450,2.7485409
45,2724,2.611444
45,3528,2.2597144
45,1782,2.1392539
45,2150,3.2314591
45,3608,2.6316228
45,3462,3.220642
45,902,3.135923
45,1292,3.42134
45,905,3.5446463
45,3612,3.1548321
45,3540,2.6275272
45,691,2.5591156
45,2671,3.0369978
45,1948,3.0713413
45,11,3.0219762
45,339,3.194782
45,3044,3.23519
45,1441,2.833455
45,911,3.5737038
45,2248,3.334077
45,1014,2.915053
45,779,1.952246
45,276,2.1819403
45,2694,2.6041236
45,1968,3.1587582
45,2262,2.4750624
45,933,3.4435935
45,937,3.0865467
45,2918,3.2916088
45,2849,2.8015738
45,2779,3.077041
45,2340,3.0621974
45,447,2.178739
45,377,2.858424
45,378,2.3631146
45,3087,2.8719516
45,3591,2.9010518
45,2791,3.1650963
45,3099,2.7172952
45,2297,2.8075151
45,2942,2.80635
45,3248,2.0534241
45,3685,2.870024
45,3699,2.9470358
45,2100,2.8836613
45,1304,3.3751447
45,633,3.2195153
45,492,2.9543915
45,1677,2.343889
46,3939,2.226384
46,1972,4.2485433
46,1974,5.047451
46,1977,4.2575755
46,1982,5.1532416
46,1986,4.6911573
46,529,5.111904
46,891,5.857848
47,318,4.219556
47,1949,4.1219673
47,1041,3.8243022
47,1089,3.3780956
48,719,2.5401318
48,647,3.1595154
48,2991,3.1356018
48,1253,3.6399713
48,3868,3.3100169
48,2134,3.0710247
48,802,3.0765042
48,3877,1.6850553
48,1266,3.5931358
48,1197,3.652363
48,593,3.8395
48,1411,3.4870925
48,2141,2.8917286
48,743,2.1989102
48,1356,3.2487838
48,1283,3.5305412
48,2302,3.4267917
48,3107,3.008798
48,3034,3.208359
48,2094,2.7705328
48,1294,3.5162127
48,836,2.2325974
48,765,2.5031853
48,2245,2.884709
48,912,3.6831322
48,915,3.2152276
48,1378,3.0785675
48,919,3.64433
48,2324,3.8804297
48,1526,2.2758245
48,924,3.2686267
48,788,2.610434
48,2405,2.7883894
48,3213,3.0449991
